,name,hometown,high school?,sport,college
235,Bianca Tinoco,"Santa Clarita, Calif.",Golden Valley H.S.,womens cross country,arizona_state
236,Christine Williford,"Peoria, Ariz.",Liberty HS,womens cross country,arizona_state
237,Chun An Yu,"Taoyuan, Taiwan",N/A,mens golf,arizona_state
238,Mason Andersen,"Chandler, Ariz.",N/A,mens golf,arizona_state
239,Paul Chaplet,"San José, Costa Rica",N/A,mens golf,arizona_state
240,Alex del Rey,"Madrid, Spain",N/A,mens golf,arizona_state
241,Davis Evans,"Phoenix, AZ",N/A,mens golf,arizona_state
242,Koichiro Ishika,"Kakogawa, Hyogo (Japan)",N/A,mens golf,arizona_state
243,Won Jun Lee,N/A,N/A,mens golf,arizona_state
244,James Leow,N/A,N/A,mens golf,arizona_state
245,Cameron Sisk,"San Diego, CA",N/A,mens golf,arizona_state
246,Jino Sohn,"Honolulu, Hawaii",N/A,mens golf,arizona_state
247,Blake Wagoner,"Cornelius, N.C.",N/A,mens golf,arizona_state
248,Sofia Anokhina,"Moscow, Russia",N/A,womens golf,arizona_state
249,Alessandra Fanali,"Fiuggi, Italy",N/A,womens golf,arizona_state
250,Alexandra Försterling,"Berlin, Germany",N/A,womens golf,arizona_state
251,Madison Kerley,"Phoenix, Ariz.",Xavier College Prep,womens golf,arizona_state
252,Olivia Mehaffey,"Belfast, Ireland",Banbridge H.S.,womens golf,arizona_state
253,Raquel Olmos,"Torre-Pacheco, Murcia, Spain",N/A,womens golf,arizona_state
254,Aaron Beauchamp,"Phoenix, Ariz.",Desert Vista,mens swimming,arizona_state
255,Kevin Benavidez,"Placitas, New Mexico",Sandia Preparatory School,mens swimming,arizona_state
256,Liam Bresette,"Lee’s Summit, Mo.",Lee’s Summit North,mens swimming,arizona_state
257,Cody Bybee,"Bellbrook, Ohio",Bellbrook,mens swimming,arizona_state
258,Nick Carlson,"Austin, Texas",Indiana,mens swimming,arizona_state
259,Evan Carlson,"Portland, Ore.",Woodrow Wilson,mens swimming,arizona_state
260,Garret Chance,"Payson, Ariz.",Desert Vista,mens swimming,arizona_state
261,Danny Comforti,"Brentwood, Calif.",Heritage H.S.,mens swimming,arizona_state
262,Cameron Craig,"Monroe, MI",Monroe H.S.,mens swimming,arizona_state
263,Noah Desman,"Clifton, Va.",Centreville,mens swimming,arizona_state
264,Zach Dienstbier,"Round Rock, Texas.",Round Rock H.S.,mens swimming,arizona_state
265,Jack Edgemond,"Reston, Va.",South Lakes,mens swimming,arizona_state
266,Jack Etter,"State College, Pa.",Indiana,mens swimming,arizona_state
267,Khalil Fonder,"Roanoke, Va.",William Byrd,mens swimming,arizona_state
268,Noah Henry,"Belton, Texas",Belton,mens swimming,arizona_state
269,David Hoffer,"Littleton, Colo.",J.K. Mullen HS/Southwest Early College HS,mens swimming,arizona_state
270,Grant House,"Maineville, Ohio",St. Xavier,mens swimming,arizona_state
271,Jakob Icimsoy,"Birmingham, Ala.",Everest Academy,mens swimming,arizona_state
272,Caleb Ives,"Centennial, Colo.",Arapahoe,mens swimming,arizona_state
273,Sidney Kao,"Fullerton, Calif.",Sunny Hills H.S.,mens swimming,arizona_state
274,Cole Kilburn,"Pittsburg, Texas",Pittsburg HS,mens swimming,arizona_state
275,Matthew Kint,"Enola, Pa.",Indiana,mens swimming,arizona_state
276,Gage Kohner,"Boca Raton, Fla.",Northwestern,mens swimming,arizona_state
277,Jack Kucharczyk,"Shelby Township, Mich.",Indiana,mens swimming,arizona_state
278,Matthew Lane,N/A,N/A,mens swimming,arizona_state
279,Jack Little,"Jonesboro, Ark.",N/A,mens swimming,arizona_state
280,Ethan Luc,"San Jose, Calif.",Westview,mens swimming,arizona_state
281,Warren McElroy,"Tempe, Ariz.",Corona del Sol,mens swimming,arizona_state
282,Eddie Michael,"Dublin, Ohio",Dublin Coffman,mens swimming,arizona_state
283,Cristian Musterait,"Souderton, Pa.",Souderton Area HS,mens swimming,arizona_state
284,Ben Olszewski,"Scottsdale, Ariz.",Horizon H.S.,mens swimming,arizona_state
285,Luke Otto,"Buffalo, N.Y.",Buffalo,mens swimming,arizona_state
286,Zach Poti,"Orlando, Fla.",Timber Creek H.S.,mens swimming,arizona_state
287,Youssef Selim,"Cairo, Egypt",St. Fatima Language School,mens swimming,arizona_state
288,Brandon Spencer,"Kenosha, Wisc.",Tremper,mens swimming,arizona_state
289,Carter Swift,"Melbourne, Australia",Eastern Michigan,mens swimming,arizona_state
290,Brandon Toland,"Surfside, Calif.",Los Alamitos,mens swimming,arizona_state
291,Elijah Warren,"Parker, Colo.",Regis Jesuit,mens swimming,arizona_state
292,Tyler Zuyus,"Fort Lauderdale, Fl.",Langely,mens swimming,arizona_state
293,Isabella All,"Dayton, Ohio",Oakwood,womens swimming,arizona_state
294,Sarah Bathe,"Saint Charles, Mo.",Saint Charles,womens swimming,arizona_state
295,Lana Berry,"Virginia Beach, Va.",Norfolk Academy,womens swimming,arizona_state
296,Camryn Curry,"Midlothian, Va.",Midlothian,womens swimming,arizona_state
297,Kendall  Dawson,"Winter Garden, Fla.",Monteverde Academy,womens swimming,arizona_state
298,Nora Deleske,"Huntington Beach, Calif.",Edison,womens swimming,arizona_state
299,Brady Estrada,"Windermere, Fla.",Monteverde Academy,womens swimming,arizona_state
300,Sam Fazio,"Scottsdale, Ariz.",Pinnacle,womens swimming,arizona_state
301,Rachael Holp,"Vienna, Va.",James Madison,womens swimming,arizona_state
302,Bentley Hulshof,"Leawood, Kan.",Blue Valley North High School,womens swimming,arizona_state
303,Chloe Isleta,"San Jose, Calif.",Presentation H.S.,womens swimming,arizona_state
304,Frida Kaellgren,"Malmo, Sweden",N/A,womens swimming,arizona_state
305,Silja Kansakoski,"Oulu, Finland",Kastellin Lukio,womens swimming,arizona_state
306,Krista Kolkebeck,"Anthem, AZ",Boulder Creek HS,womens swimming,arizona_state
307,Erica Laning,"Knoxville, Tenn.",Hardin Valley Academy,womens swimming,arizona_state
308,Ruby Martin,"Coalville, Iowa",Iowa City West High School,womens swimming,arizona_state
309,Abigail Mawae,"Baton Rouge, La.",Desert Mountain,womens swimming,arizona_state
310,Ashley McCool,"Cochrane, Alberta, Canada",National Sport School,womens swimming,arizona_state
311,Joely Merriman,"Shawnee, Kan.",Shawnee Mission North,womens swimming,arizona_state
312,Emma Nordin,"Carmel, Ind.",Carmel,womens swimming,arizona_state
313,Kaya Philapil,"San Ramon, CA",California H.S.,womens swimming,arizona_state
314,Marlies Ross,"Pretoria, South Africa",Crawford College La Lucia,womens swimming,arizona_state
315,Cierra Runge,"Cochranville, Pa.",N/A,womens swimming,arizona_state
316,Hannah Sanders,"Portland, Ore.",Southridge,womens swimming,arizona_state
317,Sheridan Schreiber,"Cumming, Ga.",West Forsyth,womens swimming,arizona_state
318,Lilia Smith,"Cumming, Ga.",Lambert,womens swimming,arizona_state
319,Cameron Smith,"Seattle, Wash.",Seattle Prep,womens swimming,arizona_state
320,Lizzy Spears,"Saline, Mich.",Saline,womens swimming,arizona_state
321,Fanny Teijonsalo,"Espoo, Finland",Makelanrinteen Lukio,womens swimming,arizona_state
322,Caitlyn Wilson,"Tigard, Ore.",Southridge,womens swimming,arizona_state
323,Andrea Bolla,"Cuneo, Italy","Aldo Mora, Nola",mens tennis,arizona_state
324,Benjamin Hannestad,"Vedbaek, Denmark",Baltimore International Connections Academy,mens tennis,arizona_state
325,Dominik Kellovsky,"Havirov, Czech Republic",Sportovní gymnazium Dany a Emila Zátopkových,mens tennis,arizona_state
326,William Kirkman,"Cabarete, Dominican Republic",Herbert Henry Dow,mens tennis,arizona_state
327,Nathan Ponwith,"Scottsdale, Ariz.",Connections Academy,mens tennis,arizona_state
328,Makey Rakotomalala,"Creteil, France",Homeschool,mens tennis,arizona_state
329,Justin Roberts,"Nassau, Bahamas",South Florida,mens tennis,arizona_state
330,Tim Ruehl,"Waldshut-Tiengen, Germany",Kurpfalz Gymnasium Mannheim,mens tennis,arizona_state
331,Thomas Wright,"Beckenham, Great Britain",Langley Park School,mens tennis,arizona_state
332,Samantha Alicea,"Miami, Fla.",N/A,womens tennis,arizona_state
333,Sammi Hampton,"Vancouver, Wash.",Skyview HS,womens tennis,arizona_state
334,Ilze Hattingh,"Pretoria, South Africa",N/A,womens tennis,arizona_state
335,Cali Jankowski,"Carlsbad, Calif.",Laurel Springs School,womens tennis,arizona_state
336,Lauryn John-Baptiste,"London, England",N/A,womens tennis,arizona_state
337,Sasa Klanecek,"Maribor, Slovenia",N/A,womens tennis,arizona_state
338,Grace Koester,"Paradise Valley, Ariz.",N/A,womens tennis,arizona_state
339,Tereza Kolarova,"Frýdek-Místek, Czech Republic",N/A,womens tennis,arizona_state
340,Savannah Slaysman,"Phoenix, Ariz.",Arizona Connections Academy,womens tennis,arizona_state
341,Quinten Bankston,"Phoenix, Ariz.",Sandra Day O'Connor HS,mens track,arizona_state
342,Ryan Bright,"Scottsdale, Ariz.",Chaparral HS,mens track,arizona_state
343,Joseph Bryant,"Liliha, HI",Saint Louis H.S.,mens track,arizona_state
344,Reed Bussey,"Queen Creek, AZ",Queen Creek HS,mens track,arizona_state
